input_id,link,title,category,address,open_hours,popular_times,website,phone,plus_code,review_count,review_rating,reviews_per_rating,latitude,longitude,cid,status,descriptions,reviews_link,thumbnail,timezone,price_range,data_id,place_id,images,reservations,order_online,menu,owner,complete_address,about,user_reviews,user_reviews_extended,emails
oT0GavHCL5Xh2roPt_OeiAI,,GC Roof Tiling Solutions,,"4/513 Olsen Ave, Southport QLD 4215","{""Friday"":[""6 am–1 pm""]}",null,http://gcrooftilingsolutions.com.au/,(07)55645370,5R4M29FJ+Q7,0,4.600000,null,-27.975538,153.380736,,,,,,Australia/Brisbane,,0x6b911aa899fd892b:0xc441b285d157e09b,,null,null,null,"{""link"":"""",""source"":""""}","{""id"":"""",""name"":"""",""link"":""""}","{""borough"":"""",""street"":"""",""city"":"""",""postal_code"":"""",""state"":"""",""country"":""""}",null,null,null,
oT0GavHCL5Xh2roPt_OeiAI,,Pro Master,,"72 Hinde St, Ashmore QLD 4214","{""Friday"":[""7 am–8 pm""]}",null,https://promasterau.com/,0423638119,5R4M299Q+45,0,4.800000,null,-27.982126,153.387911,,,,,,Australia/Brisbane,,0x6b9110feac05694f:0x9161f8a09e8e73a,,null,null,null,"{""link"":"""",""source"":""""}","{""id"":"""",""name"":"""",""link"":""""}","{""borough"":"""",""street"":"""",""city"":"""",""postal_code"":"""",""state"":"""",""country"":""""}",null,null,null,
oT0GavHCL5Xh2roPt_OeiAI,,N.1 Roof Restorations,,"Central St, Arundel QLD 4214","{""Friday"":[""6:30 am–5:30 pm""]}",null,https://n1roofrestorations.com.au/,0429047629,5R4M393P+PM,0,4.900000,null,-27.945711,153.386695,,,,,,Australia/Brisbane,,0x2bae09f9a43e4e99:0x164e2bdc194a68a4,,null,null,null,"{""link"":"""",""source"":""""}","{""id"":"""",""name"":"""",""link"":""""}","{""borough"":"""",""street"":"""",""city"":"""",""postal_code"":"""",""state"":"""",""country"":""""}",null,null,null,
oT0GavHCL5Xh2roPt_OeiAI,,Roofing Depot,,"5/610 Pine Ridge Rd, Coombabah QLD 4216","{""Friday"":[""6:30 am–4 pm""]}",null,http://www.roofingdepot.com.au/,(07)56204329,5R4M39CF+G6,0,5.000000,null,-27.928630,153.373006,,,,,,Australia/Brisbane,,0x6b91103164000001:0x8c4a8624f9673f47,,null,null,null,"{""link"":"""",""source"":""""}","{""id"":"""",""name"":"""",""link"":""""}","{""borough"":"""",""street"":"""",""city"":"""",""postal_code"":"""",""state"":"""",""country"":""""}",null,null,null,
oT0GavHCL5Xh2roPt_OeiAI,,Roof Repair Gold Coast,,"2810 Gold Coast Hwy, Surfers Paradise QLD 4217","{""Friday"":[""Open 24 hours""]}",null,http://roofrepairgoldcoast.com/,(07)38726730,5R3MXCMH+2M,0,4.700000,null,-28.017473,153.429197,,,,,,Australia/Brisbane,,0x6b91057b42e5ef35:0xc843bda9b5aff5cb,,null,null,null,"{""link"":"""",""source"":""""}","{""id"":"""",""name"":"""",""link"":""""}","{""borough"":"""",""street"":"""",""city"":"""",""postal_code"":"""",""state"":"""",""country"":""""}",null,null,null,
oT0GavHCL5Xh2roPt_OeiAI,,Prime Roof Restorations,,"13/461 Pine Ridge Rd, Runaway Bay QLD 4216","{""Friday"":[""7:30 am–5 pm""]}",null,,0411717162,5R4M39PP+6C,0,4.800000,null,-27.914498,153.386078,,,,,,Australia/Brisbane,,0x6b9111fd75945a53:0xa2473acc690e287e,,null,null,null,"{""link"":"""",""source"":""""}","{""id"":"""",""name"":"""",""link"":""""}","{""borough"":"""",""street"":"""",""city"":"""",""postal_code"":"""",""state"":"""",""country"":""""}",null,null,null,
oT0GavHCL5Xh2roPt_OeiAI,,GOLD COAST tiled roof repairs,,"78 Santa Cruz Blvd, Clear Island Waters QLD 4226","{""Friday"":[""7:30 am–5 pm""]}",null,,0434517831,5R3MX96X+CF,0,5.000000,null,-28.038966,153.398730,,,,,,Australia/Brisbane,,0x41671bbb60d0746b:0x8753cb2a47513a29,,null,null,null,"{""link"":"""",""source"":""""}","{""id"":"""",""name"":"""",""link"":""""}","{""borough"":"""",""street"":"""",""city"":"""",""postal_code"":"""",""state"":"""",""country"":""""}",null,null,null,
oT0GavHCL5Xh2roPt_OeiAI,,Ryan Roofing Australia,,"10/3 Lacy Court, Carrara QLD 4211","{""Friday"":[""9 am–5 pm""]}",null,http://www.ryanroofing.com.au/,(07)55338828,5R3MX953+JV,0,4.100000,null,-28.040972,153.354714,,,,,,Australia/Brisbane,,0x6b9103fefd43ebbb:0x981533695c541ae9,,null,null,null,"{""link"":"""",""source"":""""}","{""id"":"""",""name"":"""",""link"":""""}","{""borough"":"""",""street"":"""",""city"":"""",""postal_code"":"""",""state"":"""",""country"":""""}",null,null,null,
oT0GavHCL5Xh2roPt_OeiAI,,Radiant Roof Repairs Gold Coast,,"4/6 Dunlop Ct, Mermaid Waters QLD 4218","{""Friday"":[""7 am–7 pm""]}",null,https://www.radiantroofrepairs.com.au/,0410683065,5R3MXC68+5C,0,4.700000,null,-28.039569,153.416034,,,,,,Australia/Brisbane,,0x6b91054b1d69a36d:0x8d8a8d7a5bb1dd1e,,null,null,null,"{""link"":"""",""source"":""""}","{""id"":"""",""name"":"""",""link"":""""}","{""borough"":"""",""street"":"""",""city"":"""",""postal_code"":"""",""state"":"""",""country"":""""}",null,null,null,
oT0GavHCL5Xh2roPt_OeiAI,,Gold Coast Local Roofers,,"193 Sunshine Blvd, Mermaid Waters QLD 4218","{""Friday"":[""Open 24 hours""]}",null,https://goldcoastlocalroofers.com.au/,(07)52305802,5R3MXC2G+GJ,0,5.000000,null,-28.048684,153.426527,,,,,,Australia/Brisbane,,0x6b9105e4191e0907:0x23328da730fa210a,,null,null,null,"{""link"":"""",""source"":""""}","{""id"":"""",""name"":"""",""link"":""""}","{""borough"":"""",""street"":"""",""city"":"""",""postal_code"":"""",""state"":"""",""country"":""""}",null,null,null,
