input_id,link,title,category,address,open_hours,popular_times,website,phone,plus_code,review_count,review_rating,reviews_per_rating,latitude,longitude,cid,status,descriptions,reviews_link,thumbnail,timezone,price_range,data_id,place_id,images,reservations,order_online,menu,owner,complete_address,about,user_reviews,user_reviews_extended,emails
3IwEatlU37Haug_v5raxBA,,Neptune Electrical & Technology,,"2/4 Damaso Pl, Woolner NT 0820","{""Thursday"":[""7 am–5 pm""]}",null,https://netnt.com.au/,(08)89419784,5QVGHV94+P5,0,4.900000,null,-12.430744,130.855440,,,,,,Australia/Darwin,,0x2cc0a308e0153699:0xa8a1b127e8adfe73,,null,null,null,"{""link"":"""",""source"":""""}","{""id"":"""",""name"":"""",""link"":""""}","{""borough"":"""",""street"":"""",""city"":"""",""postal_code"":"""",""state"":"""",""country"":""""}",null,null,null,
3IwEatlU37Haug_v5raxBA,,Platinum Electricians Darwin,,"76 Benison Rd, Winnellie NT 0820","{""Thursday"":[""Open 24 hours""]}",null,https://www.platinumelectricians.com.au/darwin,(08)89844375,5QVGHV9C+PH,0,4.000000,null,-12.430659,130.871499,,,,,,Australia/Darwin,,0x2cc093573510476d:0xcc6211a530f64306,,null,null,null,"{""link"":"""",""source"":""""}","{""id"":"""",""name"":"""",""link"":""""}","{""borough"":"""",""street"":"""",""city"":"""",""postal_code"":"""",""state"":"""",""country"":""""}",null,null,null,
3IwEatlU37Haug_v5raxBA,,Nightcliff Electrical,,"17 Cousin St, Winnellie NT 0820","{""Thursday"":[""7:30 am–4:30 pm""]}",null,https://www.nightcliffelectrical.com.au/,(08)89843955,5QVGHVFC+3V,0,5.000000,null,-12.427290,130.872155,,,,,,Australia/Darwin,,0x2cc09308be7cff8d:0x4945fe007f7e9a96,,null,null,null,"{""link"":"""",""source"":""""}","{""id"":"""",""name"":"""",""link"":""""}","{""borough"":"""",""street"":"""",""city"":"""",""postal_code"":"""",""state"":"""",""country"":""""}",null,null,null,
3IwEatlU37Haug_v5raxBA,,Sparks Fly Electrical Darwin,,"Daniels St, Ludmilla NT 0820","{""Thursday"":[""7 am–7 pm""]}",null,http://www.sparksflyelectrical.com.au/,0422574463,5QVGHVP4+X3,0,4.800000,null,-12.412557,130.855206,,,,,,Australia/Darwin,,0x6b17ade31f1da707:0x32617c6e168f6e0e,,null,null,null,"{""link"":"""",""source"":""""}","{""id"":"""",""name"":"""",""link"":""""}","{""borough"":"""",""street"":"""",""city"":"""",""postal_code"":"""",""state"":"""",""country"":""""}",null,null,null,
3IwEatlU37Haug_v5raxBA,,NC Electrical & Air Conditioning Pty Ltd,,"1 Nebo Rd, East Arm NT 0822","{""Thursday"":[""7 am–4 pm""]}",null,https://www.nc-electrical.com.au/,(08)89474198,5QVGGWC9+JF,0,4.900000,null,-12.478410,130.918656,,,,,,Australia/Darwin,,0x2cc096301a18de31:0x424c119fb0bf8a08,,null,null,null,"{""link"":"""",""source"":""""}","{""id"":"""",""name"":"""",""link"":""""}","{""borough"":"""",""street"":"""",""city"":"""",""postal_code"":"""",""state"":"""",""country"":""""}",null,null,null,
3IwEatlU37Haug_v5raxBA,,NT Electrical Group,,"96 Jessop Cres, Berrimah NT 0828","{""Thursday"":[""8 am–4:30 pm""]}",null,https://nteg.com.au/,(08)89475500,5QVGHWC7+X3,0,4.200000,null,-12.427593,130.912742,,,,,,Australia/Darwin,,0x2cc0940017bfef45:0x72f15e47b7f01642,,null,null,null,"{""link"":"""",""source"":""""}","{""id"":"""",""name"":"""",""link"":""""}","{""borough"":"""",""street"":"""",""city"":"""",""postal_code"":"""",""state"":"""",""country"":""""}",null,null,null,
3IwEatlU37Haug_v5raxBA,,Electrical Services NT,,"1/22 Miles Rd, Berrimah NT 0828","{""Thursday"":[""7:30 am–4:30 pm""]}",null,https://esnt.com.au/,0498333100,5QVGHWC8+CQ,0,5.000000,null,-12.428937,130.916906,,,,,,Australia/Darwin,,0x2cc09769e2422119:0x32d26ed8865e4782,,null,null,null,"{""link"":"""",""source"":""""}","{""id"":"""",""name"":"""",""link"":""""}","{""borough"":"""",""street"":"""",""city"":"""",""postal_code"":"""",""state"":"""",""country"":""""}",null,null,null,
3IwEatlU37Haug_v5raxBA,,Triki Electrical PTY LTD,,"5/19 Miles Rd, Berrimah NT 0828","{""Thursday"":[""8 am–4:30 pm""]}",null,https://www.trikielectrical.com.au/,0412634324,5QVGHWC8+5W,0,5.000000,null,-12.429597,130.917255,,,,,,Australia/Darwin,,0x2cc0930f03940001:0xe113ddde60a58439,,null,null,null,"{""link"":"""",""source"":""""}","{""id"":"""",""name"":"""",""link"":""""}","{""borough"":"""",""street"":"""",""city"":"""",""postal_code"":"""",""state"":"""",""country"":""""}",null,null,null,
3IwEatlU37Haug_v5raxBA,,Johnny Cool Darwin Pty Ltd,,"7/31 Jessop Cres, Berrimah NT 0828","{""Thursday"":[""8 am–4 pm""]}",null,http://www.johnnycool.com.au/,(08)89473925,5QVGHWC9+GC,0,4.800000,null,-12.428675,130.918569,,,,,,Australia/Darwin,,0x2cc096874e24d367:0x17796f03e8f85c6a,,null,null,null,"{""link"":"""",""source"":""""}","{""id"":"""",""name"":"""",""link"":""""}","{""borough"":"""",""street"":"""",""city"":"""",""postal_code"":"""",""state"":"""",""country"":""""}",null,null,null,
3IwEatlU37Haug_v5raxBA,,Cannon Electrical Contracting,,,"{""Thursday"":[""7:30 am–6 pm""]}",null,http://www.cannonelectrical.net.au/,0408372738,5QVGJV3W+RH,0,5.000000,null,-12.395388,130.896397,,,,,,Australia/Darwin,,0x2cc094597c4a1411:0xa503b8b1d45cf831,,null,null,null,"{""link"":"""",""source"":""""}","{""id"":"""",""name"":"""",""link"":""""}","{""borough"":"""",""street"":"""",""city"":"""",""postal_code"":"""",""state"":"""",""country"":""""}",null,null,null,
