input_id,link,title,category,address,open_hours,popular_times,website,phone,plus_code,review_count,review_rating,reviews_per_rating,latitude,longitude,cid,status,descriptions,reviews_link,thumbnail,timezone,price_range,data_id,place_id,images,reservations,order_online,menu,owner,complete_address,about,user_reviews,user_reviews_extended,emails
bnkEasjBFaDa2roPodLYkQQ,,Nuroofing services pty ltd,,"398 Pitt St, Haymarket NSW 2000","{""Wednesday"":[""7 am–7 pm""]}",null,http://www.nuroofing.com.au/,0412650007,4RRH46C5+H3,0,4.900000,null,-33.878531,151.207634,,,,,,Australia/Sydney,,0x6b12ae232a54801f:0xb80874df42bae0bd,,null,null,null,"{""link"":"""",""source"":""""}","{""id"":"""",""name"":"""",""link"":""""}","{""borough"":"""",""street"":"""",""city"":"""",""postal_code"":"""",""state"":"""",""country"":""""}",null,null,null,
bnkEasjBFaDa2roPodLYkQQ,,Sydney Roofing and Gutters,,"5/11 West St, North Sydney NSW 2060","{""Wednesday"":[""Open 24 hours""]}",null,https://sydneyroofingandgutters.com.au/,1300796024,4RRH5684+R7,0,4.900000,null,-33.832945,151.205633,,,,,,Australia/Sydney,,0x6b12af852e50b9a1:0x800201e66444dead,,null,null,null,"{""link"":"""",""source"":""""}","{""id"":"""",""name"":"""",""link"":""""}","{""borough"":"""",""street"":"""",""city"":"""",""postal_code"":"""",""state"":"""",""country"":""""}",null,null,null,
bnkEasjBFaDa2roPodLYkQQ,,Sydney Local Roofers,,"43 Ridge St, North Sydney NSW 2060","{""Wednesday"":[""Open 24 hours""]}",null,https://sydneylocalroofers.com.au/,(02)81056073,4RRH5684+VW,0,5.000000,null,-33.832854,151.207288,,,,,,Australia/Sydney,,0x6b12af506230c67b:0xa8e2b6cefd0c2075,,null,null,null,"{""link"":"""",""source"":""""}","{""id"":"""",""name"":"""",""link"":""""}","{""borough"":"""",""street"":"""",""city"":"""",""postal_code"":"""",""state"":"""",""country"":""""}",null,null,null,
bnkEasjBFaDa2roPodLYkQQ,,Sydney Roofers,,"119 Military Rd, Neutral Bay NSW 2089","{""Wednesday"":[""9 am–5 pm""]}",null,https://www.sydneyroofers.net.au/,1800793766,4RRH569C+9Q,0,5.000000,null,-33.831536,151.221894,,,,,,Australia/Sydney,,0x6b12afcb14c89149:0x42a88344063957d,,null,null,null,"{""link"":"""",""source"":""""}","{""id"":"""",""name"":"""",""link"":""""}","{""borough"":"""",""street"":"""",""city"":"""",""postal_code"":"""",""state"":"""",""country"":""""}",null,null,null,
bnkEasjBFaDa2roPodLYkQQ,,RoofOz,,"3/43 Wyndham St, Alexandria NSW 2015","{""Wednesday"":[""Open 24 hours""]}",null,http://www.roofoz.com.au/,0474696975,4RRH453X+96,0,4.900000,null,-33.896587,151.198072,,,,,,Australia/Sydney,,0x6b12a3aea71d0209:0x270067d77a20bb34,,null,null,null,"{""link"":"""",""source"":""""}","{""id"":"""",""name"":"""",""link"":""""}","{""borough"":"""",""street"":"""",""city"":"""",""postal_code"":"""",""state"":"""",""country"":""""}",null,null,null,
bnkEasjBFaDa2roPodLYkQQ,,JSJ Roofing - Alexandria,,"Unit 5/45/51 Huntley St, Alexandria NSW 2015","{""Wednesday"":[""7:30 am–4 pm""]}",null,https://jsjroofing.com.au/,0435848688,4RRH35RR+JV,0,5.000000,null,-33.908477,151.192231,,,,,,Australia/Sydney,,0x6b12b13080d5ea23:0xeba3fb0f1d13460e,,null,null,null,"{""link"":"""",""source"":""""}","{""id"":"""",""name"":"""",""link"":""""}","{""borough"":"""",""street"":"""",""city"":"""",""postal_code"":"""",""state"":"""",""country"":""""}",null,null,null,
bnkEasjBFaDa2roPodLYkQQ,,Green Frog Roofing,,"11 Mitchell St, Marrickville NSW 2204",{},null,http://www.greenfrogroofing.com.au/,1300166522,4RRH35V7+22,0,4.700000,null,-33.907481,151.162559,,,,,,Australia/Sydney,,0x6b12b0680e739e47:0x9a568abba5864e20,,null,null,null,"{""link"":"""",""source"":""""}","{""id"":"""",""name"":"""",""link"":""""}","{""borough"":"""",""street"":"""",""city"":"""",""postal_code"":"""",""state"":"""",""country"":""""}",null,null,null,
bnkEasjBFaDa2roPodLYkQQ,,Sydney Roofers,,"5 Crabbes Ave, North Willoughby NSW 2068","{""Wednesday"":[""7:30 am–5 pm""]}",null,https://www.sydneyroofers.net.au/,1800793766,4RRH654X+5J,0,5.000000,null,-33.794621,151.199040,,,,,,Australia/Sydney,,0x6b12a9524f5b19d9:0xb05da4e7ba9aa64e,,null,null,null,"{""link"":"""",""source"":""""}","{""id"":"""",""name"":"""",""link"":""""}","{""borough"":"""",""street"":"""",""city"":"""",""postal_code"":"""",""state"":"""",""country"":""""}",null,null,null,
bnkEasjBFaDa2roPodLYkQQ,,All Roofing Services Pty Ltd,,"618 Parramatta Rd, Croydon NSW 2132","{""Wednesday"":[""8 am–4 pm""]}",null,http://www.allroofingservices.com.au/,(02)80862059,4RRH44GG+R7,0,4.800000,null,-33.872991,151.125698,,,,,,Australia/Sydney,,0x6b12b05d87afbff9:0xb8477e5a16d08806,,null,null,null,"{""link"":"""",""source"":""""}","{""id"":"""",""name"":"""",""link"":""""}","{""borough"":"""",""street"":"""",""city"":"""",""postal_code"":"""",""state"":"""",""country"":""""}",null,null,null,
bnkEasjBFaDa2roPodLYkQQ,,Sydney Roofers,,"36A Fullers Rd, Chatswood NSW 2067","{""Wednesday"":[""7 am–5 pm""]}",null,http://www.sydneyroofers.net.au/,1800793766,4RRH653F+6G,0,5.000000,null,-33.796986,151.173771,,,,,,Australia/Sydney,,0x6b12a9db61ada567:0x83525b937bb7cfb7,,null,null,null,"{""link"":"""",""source"":""""}","{""id"":"""",""name"":"""",""link"":""""}","{""borough"":"""",""street"":"""",""city"":"""",""postal_code"":"""",""state"":"""",""country"":""""}",null,null,null,
bnkEasjBFaDa2roPodLYkQQ,,Auscity Roofing,,"Unit 29/10 Kings Park Circuit, Five Dock NSW 2046","{""Wednesday"":[""Open 24 hours""]}",null,https://auscityroofing.com.au/,0432466466,4RRH44MC+26,0,4.900000,null,-33.867379,151.120531,,,,,,Australia/Sydney,,0x6b12bb8a51780967:0x5ec9c1b3bc83d43c,,null,null,null,"{""link"":"""",""source"":""""}","{""id"":"""",""name"":"""",""link"":""""}","{""borough"":"""",""street"":"""",""city"":"""",""postal_code"":"""",""state"":"""",""country"":""""}",null,null,null,
bnkEasjBFaDa2roPodLYkQQ,,Sydney Local Roofers,,"241 Victoria Rd, Gladesville NSW 2111","{""Wednesday"":[""Open 24 hours""]}",null,https://sydneylocalroofers.com.au/roof-repair/roof-repair-gladesville,(02)81056073,4RRH549G+JR,0,5.000000,null,-33.830898,151.127111,,,,,,Australia/Sydney,,0x6b12a5195cab2379:0x7ae8ba11c14f0809,,null,null,null,"{""link"":"""",""source"":""""}","{""id"":"""",""name"":"""",""link"":""""}","{""borough"":"""",""street"":"""",""city"":"""",""postal_code"":"""",""state"":"""",""country"":""""}",null,null,null,
bnkEasjBFaDa2roPodLYkQQ,,Sydney Roofing Specialists,,"55 Day St, Marrickville NSW 2204","{""Wednesday"":[""Open 24 hours""]}",null,http://www.sydneyroofingspecialists.com/,0427364223,4RRH34JX+5X,0,5.000000,null,-33.919614,151.149901,,,,,,Australia/Sydney,,0x466bb70a96bfb733:0x821a737f5ce902f5,,null,null,null,"{""link"":"""",""source"":""""}","{""id"":"""",""name"":"""",""link"":""""}","{""borough"":"""",""street"":"""",""city"":"""",""postal_code"":"""",""state"":"""",""country"":""""}",null,null,null,
